raw-pancreas-human-Baron.h5ad,raw-pancreas-mouse-Baron.h5ad
E2F4,E2f4
SLC38A1,Slc38a1
KDM5A,Kdm5a
BAZ1B,Baz1b
CD109,Cd109
RPS21,Rps21
PDE1B,Pde1b
COPS8,Cops8
POLA1,Pola1
KCTD4,Kctd4
GTF2F2,Gtf2f2
CCDC77,Ccdc77
TTYH3,Ttyh3
SEC61A1,Sec61a1
CABLES2,Cables2
SLC38A2,Slc38a2
AMER2,Amer2
DHX35,Dhx35
PEX14,Pex14
ADAM33,Adam33
ZZEF1,Zzef1
CYP2U1,Cyp2u1
RNF220,Rnf220
FAM151B,Fam151b
RBBP8NL,Rbbp8nl
ZWINT,Zwint
TMEM106A,Tmem106a
FURIN,Furin
SGMS2,Sgms2
SLC38A4,Slc38a4
CCDC191,Ccdc191
STAP1,Stap1
PABPC1L,Pabpc1l
RB1,Rb1
QTRT2,Qtrt2
COL6A1,Col6a1
ELMO3,Elmo3
ZNHIT6,Znhit6
PNRC2,Pnrc2
NUFIP1,Nufip1
HSPA5,Hspa5
PCED1B,Pced1b
ARL2BP,Arl2bp
AMIGO2,Amigo2
GATA5,Gata5
SMCHD1,Smchd1
RAB12,Rab12
QARS1,Qars
LXN,Lxn
GFM1,Gfm1
LPAR6,Lpar6
TIMM8A,Timm8a1
CLDN10,Cldn10
INTS2,Ints2
GJA3,Gja3
TTC8,Ttc8
SLCO4A1,Slco4a1
GJB2,Gjb2
TEX36,Tex36
ELP5,Elp5
CCDC200,Gm11634
COL12A1,Col12a1
PLS3,Pls3
RARRES1,Rarres1
PIGK,Pigk
AURKAIP1,Aurkaip1
DLK1,Dlk1
MED13,Med13
CTDNEP1,Ctdnep1
USP28,Usp28
RDM1,Rdm1
TSC2,Tsc2
DBP,Dbp
KBTBD12,Kbtbd12
ST6GALNAC5,St6galnac5
SPHK2,Sphk2
TXNRD2,Txnrd2
KNSTRN,Knstrn
IRAK2,Irak2
STAB2,Stab2
CACNG5,Cacng5
TTC37,Ttc37
RPL18,Rpl18
ZFAND1,Zfand1
CDX4,Cdx4
DZIP1,Dzip1
MGLL,Mgll
CAMKMT,Camkmt
CHIC1,Chic1
RPAP3,Rpap3
GDF10,Gdf10
ASCL5,Ascl5
ZCCHC8,Zcchc8
SHFL,Shfl
ENDOU,Endou
KCNB1,Kcnb1
LYSMD4,Lysmd4
DNAH6,Dnah6
MDFIC2,Gm765
SLC7A8,Slc7a8
ANGPTL6,Angptl6
PTGIS,Ptgis
GDF2,Gdf2
SOX10,Sox10
CCDC33,Ccdc33
EPHX3,Ephx3
PPP6C,Ppp6c
MEF2A,Mef2a
PCYT1B,Pcyt1b
PDZD3,Pdzd3
AHSG,Ahsg
SCAPER,Scaper
MAMLD1,Mamld1
NAP1L4,Nap1l4
ESRRB,Esrrb
SNX16,Snx16
COX7A2,Cox7a2
TSC22D1,Tsc22d1
NFAM1,Nfam1
OPRK1,Oprk1
TMEM30A,Tmem30a
CXCL12,Cxcl12
HOMEZ,Homez
CNR2,Cnr2
CHMP4C,Chmp4c
KIF5A,Kif5a
RNF212B,Rnf212b
VTI1A,Vti1a
FILIP1,Filip1
TAT,Tat
FGF12,Fgf12
CCN1,Ccn1
RRM1,Rrm1
STK4,Stk4
BPIFB4,Bpifb4
STRA6,Stra6
NR1H4,Nr1h4
UBE3B,Ube3b
TOMM34,Tomm34
F11R,F11r
ATP5PF,Atp5j
FUCA1,Fuca1
KDR,Kdr
MXRA8,Mxra8
CSRNP3,Csrnp3
STC1,Stc1
GABPA,Gabpa
SENP6,Senp6
DDAH1,Ddah1
ARL4D,Arl4d
NTSR1,Ntsr1
CTSO,Ctso
LRCH2,Lrch2
BTK,Btk
RIOX1,Riox1
CHST4,Chst4
EDRF1,Edrf1
SIX3,Six3
PKD1,Pkd1
RBP3,Rbp3
NPBWR1,Npbwr1
ZNF488,Zfp488
ZNF511,Zfp511
SIDT2,Sidt2
PAPSS1,Papss1
TUBGCP2,Tubgcp2
OR52B4,Olfr547
NKX2-6,Nkx2-6
ETNK1,Etnk1
FBXW2,Fbxw2
KIFC2,Kifc2
PTPRB,Ptprb
ALPL,Alpl
MRGBP,Mrgbp
CYHR1,Cyhr1
LIPT1,Lipt1
MITD1,Mitd1
DNAJC3,Dnajc3
MYO18A,Myo18a
SERP2,Serp2
FZD9,Fzd9
HMGCL,Hmgcl
ARL5C,Arl5c
PPP1R3E,Ppp1r3e
PLLP,Pllp
EPRS1,Eprs
EIF2AK1,Eif2ak1
ITLN1,Itln1
MEGF11,Megf11
AIMP2,Aimp2
MFSD1,Mfsd1
MB21D2,Mb21d2
OR4A47,Olfr1256
SRSF11,Srsf11
KATNIP,D430042O09Rik
ANKRD61,Ankrd61
MPO,Mpo
CCL22,Ccl22
GJB6,Gjb6
BCL10,Bcl10
TRIM21,Trim21
LGALS1,Lgals1
PLA2G4E,Pla2g4e
RABEPK,Rabepk
PGBD5,Pgbd5
NKX3-1,Nkx3-1
NOD2,Nod2
C1orf52,2410004B18Rik
WDFY3,Wdfy3
HEATR6,Heatr6
HEATR4,Heatr4
ADGRL1,Adgrl1
FDPS,Fdps
NAP1L3,Nap1l3
CXCR4,Cxcr4
SRD5A3,Srd5a3
DNAH14,Dnah14
SIX2,Six2
TDO2,Tdo2
NUP155,Nup155
BCL2L2-PABPN1,Gm20521
BCL2L2,Bcl2l2
NDC80,Ndc80
IL21,Il21
RUSC1,Rusc1
SPZ1,Spz1
LRRC29,Lrrc29
SYNGR1,Syngr1
ST6GALNAC3,St6galnac3
IL6ST,Il6st
OSR2,Osr2
LBR,Lbr
RAPGEF3,Rapgef3
B3GNT3,B3gnt3
DNPEP,Dnpep
NELFE,Nelfe
CLSPN,Clspn
C9orf153,4921517D22Rik
RPL3,Rpl3
PDK3,Pdk3
CRYL1,Cryl1
RAB11A,Rab11a
ACOT4,Acot4
THSD7B,Thsd7b
SYDE2,Syde2
SERINC5,Serinc5
MRPS10,Mrps10
ACVR1C,Acvr1c
SLC25A37,Slc25a37
MAFB,Mafb
POLR2E,Polr2e
FGF2,Fgf2
SPDYA,Spdya
PIK3C2G,Pik3c2g
CTC1,Ctc1
SPATA5,Spata5
CALY,Caly
SRBD1,Srbd1
UBA6,Uba6
UGGT2,Uggt2
ITGA6,Itga6
PTPRM,Ptprm
EMB,Emb
PTPN4,Ptpn4
PLA2G4D,Pla2g4d
MIPEP,Mipep
BBS12,Bbs12
RCN2,Rcn2
FAM81B,Fam81b
OR52K2,Olfr552
NUDT6,Nudt6
RRP7A,Rrp7a
OR52M1,Olfr554
B4GALT5,B4galt5
ZNF32,Zfp637
APOH,Apoh
OR5M8,Olfr1031
SERHL2,Serhl
CHCHD4,AU015836
OR4C5,Olfr1260
LRP1,Lrp1
PRKCA,Prkca
DNAI3,Wdr63
CUX2,Cux2
SLC30A10,Slc30a10
JAM3,Jam3
PPP1R1A,Ppp1r1a
VASH1,Vash1
PLAAT1,Plaat1
CD244,Cd244a
OGFR,Ogfr
GSG1L,Gsg1l
EMP2,Emp2
MCTP1,Mctp1
MCOLN3,Mcoln3
ZFY,Zfx
ABL2,Abl2
LY9,Ly9
CAPRIN1,Caprin1
TOP1,Top1
SLC6A19,Slc6a19
TMTC1,Tmtc1
GALNT3,Galnt3
PSTPIP1,Pstpip1
WASHC4,Washc4
BCS1L,Bcs1l
HS6ST3,Hs6st3
ZW10,Zw10
CX3CL1,Cx3cl1
GLA,Gla
GABARAP,Gabarap
IFT88,Ift88
CASP12,Casp12
QRICH1,Qrich1
HNRNPH2,Hnrnph2
DKK2,Dkk2
ANGEL1,Angel1
KCNS1,Kcns1
VPS72,Vps72
TRIM68,Trim68
SLC17A8,Slc17a8
GIMD1,Gimd1
CDK3,Cdk3
GNRHR,Gnrhr
GALE,Gale
MAFA,Mafa
BPIFA3,Bpifa3
LRRC30,Lrrc30
EVPL,Evpl
CAMTA2,Camta2
ZNF239,Zfp239
ECE1,Ece1
TCFL5,Tcfl5
DENND4A,Dennd4a
IQCJ,Iqcj
ASIC5,Asic5
IGSF9B,Igsf9b
CCL17,Ccl17
NLRX1,Nlrx1
IVD,Ivd
CEP85,Cep85
PRKCE,Prkce
OR51D1,Olfr557
OXGR1,Oxgr1
BTBD7,Btbd7
PLA2G4F,Pla2g4f
C12orf42,1700113H08Rik
IL17D,Il17d
SLC24A1,Slc24a1
MMP21,Mmp21
CCDC122,Ccdc122
IMPDH2,Impdh2
INTS14,Ints14
EEF1AKMT1,Eef1akmt1
LPO,Lpo
FETUB,Fetub
DIPK2B,Dipk2b
FUOM,Fuom
PURA,Pura
ZCCHC13,Zcchc13
IGIP,Igip
SFMBT1,Sfmbt1
SPACA4,Spaca4
TMOD4,Tmod4
FAM83E,Fam83e
ARMCX4,Armcx4
NDUFAF3,Ndufaf3
HPX,Hpx
MCOLN2,Mcoln2
CCDC30,Ccdc30
BLM,Blm
ENAH,Enah
SLC48A1,Slc48a1
TESK1,Tesk1
SCYL2,Scyl2
WDR6,Wdr6
CDK20,Cdk20
ZC3H7B,Zc3h7b
DALRD3,Dalrd3
FKBP6,Fkbp6
HDAC7,Hdac7
TOR3A,Tor3a
CD72,Cd72
COG2,Cog2
RANGAP1,Rangap1
LRRC74A,Lrrc74a
TRABD2B,Trabd2b
OR51E1,Olfr558
P4HTM,P4htm
TMPRSS11D,Tmprss11d
SLC24A5,Slc24a5
GUCY1B1,Gucy1b1
AGT,Agt
HCN1,Hcn1
MTM1,Mtm1
GOLGA3,Golga3
ZC3H3,Zc3h3
RALYL,Ralyl
TMEM165,Tmem165
MBNL2,Mbnl2
MREG,Mreg
PHF23,Phf23
ABCA4,Abca4
CAPN9,Capn9
ARIH2,Arih2
SOX5,Sox5
DES,Des
MAPK13,Mapk13
ACOT6,Acot6
ARMCX1,Armcx1
OR5R1,Olfr1038-ps
KCNMB4,Kcnmb4
THBS4,Thbs4
C2,C2
DOP1B,Dop1b
MAPRE3,Mapre3
PECR,Pecr
SLC25A20,Slc25a20
IRF2BPL,Irf2bpl
C1orf216,5730409E04Rik
CNST,Cnst
RSRC2,Rsrc2
COL6A3,Col6a3
TUT7,Tut7
PRKAR2A,Prkar2a
PLCZ1,Plcz1
TMEM208,Tmem208
RFX2,Rfx2
SLC9A8,Slc9a8
LMTK3,Lmtk3
CYSTM1,Cystm1
CAPZA3,Capza3
HNF1B,Hnf1b
DFFA,Dffa
FHOD1,Fhod1
MORC3,Morc3
SULT2B1,Sult2b1
MTX3,Mtx3
PFDN1,Pfdn1
RB1CC1,Rb1cc1
CRTC3,Crtc3
GUCY1A1,Gucy1a1
LRRC40,Lrrc40
RELB,Relb
FOXD2,Foxd2
IP6K2,Ip6k2
ASF1B,Asf1b
BRD4,Brd4
TMPRSS11A,Tmprss11a
ANKLE2,Ankle2
DDI1,Ddi1
PDGFD,Pdgfd
HACD3,Hacd3
FOXE3,Foxe3
NCKIPSD,Nckipsd
MYO6,Myo6
DIDO1,Dido1
LYG2,Lyg2
ZBTB12,Zbtb12
LYG1,Lyg1
RAP2A,Rap2a
SPATA19,Spata19
VPS13B,Vps13b
PRKACA,Prkaca
CELSR3,Celsr3
POLDIP3,Poldip3
HNRNPF,Hnrnpf
EPB41L1,Epb41l1
HBEGF,Hbegf
MYBPHL,Mybphl
PSMB2,Psmb2
ECHS1,Echs1
COX6C,Cox6c
GUCA1B,Guca1b
CHST7,Chst7
CARS1,Cars
NLRC3,Nlrc3
CATSPER4,Catsper4
CMYA5,Cmya5
BPIFA1,Bpifa5
CORT,Cort
SRP68,Srp68
TFAP2E,Tfap2e
TRIM50,Trim50
NSMF,Nsmf
CLOCK,Clock
GUCA1A,Guca1a
IPO5,Ipo5
C1orf198,2310022B05Rik
C6orf132,AI661453
SLC26A6,Slc26a6
SLC16A2,Slc16a2
BRPF3,Brpf3
IPO8,Ipo8
COQ9,Coq9
TSPAN3,Tspan3
RPL19,Rpl19
BPIFB1,Bpifb1
TMPRSS11F,Tmprss11f
SCNM1,Scnm1
CACNB1,Cacnb1
CMPK1,Cmpk1
MYL2,Myl2
LPAR3,Lpar3
CIAPIN1,Ciapin1
FEZF2,Fezf2
EPAS1,Epas1
ACTR6,Actr6
CIPC,Cipc
PXMP2,Pxmp2
TMEM89,Tmem89
PEAK1,Peak1
PGAM5,Pgam5
MKS1,Mks1
DPP8,Dpp8
MAP9,Map9
UQCRC1,Uqcrc1
TAF8,Taf8
SIGLEC1,Siglec1
TMEM169,Tmem169
TMEM247,Tmem247
OR8U1,Olfr52
ATP13A5,Atp13a5
IL17RA,Il17ra
RNF114,Rnf114
OR8K1,Olfr1046
RPS6KB1,Rps6kb1
TMEM121B,Tmem121b
CNKSR1,Cnksr1
MBD6,Mbd6
FCHO1,Fcho1
SPATA2,Spata2
HDHD5,Hdhd5
LRP1B,Lrp1b
ATP6V1E2,Atp6v1e2
NCDN,Ncdn
FARP1,Farp1
MED12,Med12
GALR2,Galr2
RHOQ,Rhoq
PSRC1,Psrc1
XRCC5,Xrcc5
PIGF,Pigf
DCTN2,Dctn2
CACNA1S,Cacna1s
TAB1,Tab1
RNFT1,Rnft1
EPX,Epx
DHX8,Dhx8
EXOC7,Exoc7
TENT2,Tent2
IL31RA,Il31ra
FAM240B,Fam240b
OR4C3,Olfr1264
STK24,Stk24
C19orf67,1700067K01Rik
TRIM3,Trim3
UCN2,Ucn2
ASCL1,Ascl1
TSKS,Tsks
LOXL2,Loxl2
CCNI,Ccni
PFKFB4,Pfkfb4
SLC15A1,Slc15a1
ZDHHC23,Zdhhc23
SLAMF7,Slamf7
BAHD1,Bahd1
ERI3,Eri3
CYB5R3,Cyb5r3
SLC4A1,Slc4a1
OR51E2,Olfr78
CHST14,Chst14
FOXH1,Foxh1
NSUN5,Nsun5
NLGN3,Nlgn3
OR51C1P,Olfr560
APPL2,Appl2
IQGAP1,Iqgap1
RLIM,Rlim
OR4X1,Olfr1268-ps1
HHLA1,Hhla1
ABTB1,Abtb1
MTMR1,Mtmr1
TMPRSS11E,Tmprss11e
MRPS30,Mrps30
YTHDC1,Ythdc1
HRG,Hrg
EIF3G,Eif3g
CEBPZOS,Cebpzos
IGDCC4,Igdcc4
SSX2IP,Ssx2ip
MLPH,Mlph
TEKT5,Tekt5
CEBPZ,Cebpz
DHX32,Dhx32
PAH,Pah
SPEG,Speg
AMER3,Amer3
CENPS,Cenps
B3GNT10,Gm34653
GHRL,Ghrl
SLC9A5,Slc9a5
PNMA1,Pnma1
DNAL1,Dnal1
NPAT,Npat
FAM20B,Fam20b
MARCHF4,Marchf4
PRLH,Prlh
GPX4,Gpx4
UROS,Uros
NIPA1,Nipa1
RNF25,Rnf25
OR5J2,Olfr1052
CD48,Cd48
PARP6,Parp6
STPG2,Stpg2
MISP3,Misp3
KCNQ3,Kcnq3
DDX52,Ddx52
XPO6,Xpo6
PCBP3,Pcbp3
LYSMD1,Lysmd1
ZDHHC22,Zdhhc22
TNFAIP8L2,Tnfaip8l2
AURKB,Aurkb
ABCG4,Abcg4
SHISA5,Shisa5
BCCIP,Bccip
NDUFAF7,Ndufaf7
PAFAH1B2,Pafah1b2
FANK1,Fank1
AKAP8,Akap8
TBC1D31,Tbc1d31
PDCL2,Pdcl2
DMAP1,Dmap1
ZNF593,Zfp593
APEX2,Apex2
LYPLA2,Lypla2
DVL2,Dvl2
ZSCAN2,Zscan2
NMU,Nmu
ACAT1,Acat1
DVL1,Dvl1
IMPG1,Impg1
PFKFB1,Pfkfb1
PLEKHG4,Plekhg4
PDHA2,Pdha2
PSMD5,Psmd5
CYLD,Cyld
KCTD19,Kctd19
ACADVL,Acadvl
MTG1,Mtg1
TAS1R3,Tas1r3
GPRIN2,Gprin2
UNC5C,Unc5c
ALAS2,Alas2
BORCS6,Borcs6
SPRN,Sprn
OSBPL5,Osbpl5
GRAMD1C,Gramd1c
ALKAL1,Alkal1
SLAMF1,Slamf1
NPY2R,Npy2r
ANAPC5,Anapc5
KIRREL2,Kirrel2
PDK1,Pdk1
TCP11,Tcp11
HTR1B,Htr1b
GJB1,Gjb1
A4GALT,A4galt
LAMA1,Lama1
MGAT3,Mgat3
MEI4,Mei4
STAT6,Stat6
CRIPT,Cript
IL27RA,Il27ra
CCND3,Ccnd3
IGDCC3,Igdcc3
NEMP1,Nemp1
SOCS5,Socs5
PALM3,Palm3
IRAK1BP1,Irak1bp1
PRKD3,Prkd3
SGMS1,Sgms1
CAPRIN2,Caprin2
POLE,Pole
NEUROG2,Neurog2
HMG20A,Hmg20a
RAB17,Rab17
NAB2,Nab2
STIL,Stil
PHIP,Phip
PARP16,Parp16
PKLR,Pklr
TCF7L2,Tcf7l2
ACSBG2,Acsbg2
BYSL,Bysl
LEPROTL1,Leprotl1
PGD,Pgd
SCCPDH,Sccpdh
CD84,Cd84
CILP,Cilp
ZBTB49,Zbtb49
UHRF1BP1L,Uhrf1bp1l
ARFGAP3,Arfgap3
CECR2,Cecr2
HCN3,Hcn3
STAC2,Stac2
CCNG2,Ccng2
CDK5RAP1,Cdk5rap1
APP,App
XPO4,Xpo4
LRRC6,Lrrc6
SNAI1,Snai1
CLPX,Clpx
KIF21B,Kif21b
NEXMIF,Nexmif
CELSR2,Celsr2
HMGN3,Hmgn3
OR4D1,Olfr464
TVP23A,Tvp23a
MLLT1,Mllt1
WDR73,Wdr73
DYNLL2,Dynll2
NUBP1,Nubp1
SARAF,Saraf
FBXO3,Fbxo3
CEBPB,Cebpb
PDCD7,Pdcd7
CCDC32,Ccdc32
RPL10L,Rpl10l
MRGPRG,Mrgprg
SLX4,Slx4
KNTC1,Kntc1
SEC13,Sec13
ATRIP,Atrip
MRGPRE,Mrgpre
UBAP1L,Ubap1l
KLF17,Klf17
RPUSD2,Rpusd2
SLAMF6,Slamf6
TMEM177,Tmem177
KBTBD13,Kbtbd13
MCFD2,Mcfd2
AKAP8L,Akap8l
ZNF334,Zfp334
MCU,Mcu
TREX1,Trex1
LCA5,Lca5
ACVR1,Acvr1
CFAP221,Cfap221
RASL12,Rasl12
TMA7,Tma7
RLN3,Rln3
PLCG1,Plcg1
SLC51B,Slc51b
CCDC51,Ccdc51
SUN2,Sun2
MTFMT,Mtfmt
NMB,Nmb
HINFP,Hinfp
SEC11A,Sec11a
SRSF1,Srsf1
PLXNB1,Plxnb1
CYTH2,Cyth2
SH3BGRL2,Sh3bgrl2
GNG12,Gng12
TRO,Tro
PPP1R16A,Ppp1r16a
ELOVL4,Elovl4
CTBS,Ctbs
AHCTF1,Ahctf1
ENPP2,Enpp2
SPATA1,Spata1
TTK,Ttk
LMO2,Lmo2
EIF4G3,Eif4g3
LPIN3,Lpin3
ACER1,Acer1
KIAA0319L,AU040320
ABCB7,Abcb7
CD99L2,Cd99l2
SHLD2,Shld2
SBK1,Sbk1
WNK2,Wnk2
RFX1,Rfx1
CHAF1B,Chaf1b
UPRT,Uprt
GCLM,Gclm
ZDHHC15,Zdhhc15
HIP1,Hip1
ZHX3,Zhx3
MAGEE2,Magee2
TMEM71,Tmem71
LINGO1,Lingo1
BCAR3,Bcar3
ALPK1,Alpk1
ARMCX6,Armcx6
TRAP1,Trap1
CEP112,Cep112
PACSIN2,Pacsin2
ARMCX3,Armcx3
BCKDHB,Bckdhb
DNTTIP2,Dnttip2
TTC7A,Ttc7
DNASE1,Dnase1
TIFA,Tifa
AAR2,Aar2
AP1AR,Ap1ar
SNTA1,Snta1
ENOX1,Enox1
SMIM39,Arhgef4
CUL5,Cul5
TENT5A,Tent5a
FAM168B,Fam168b
MECP2,Mecp2
SRP9,Srp9
LAT,Lat
MFSD14B,Mfsd14b
ANKDD1A,Ankdd1a
SPG21,Spg21
ZMYM4,Zmym4
MIEF1,Mief1
IBTK,Ibtk
MINPP1,Minpp1
OCSTAMP,Ocstamp
KNL1,Knl1
QPCT,Qpct
PLEKHO2,Plekho2
FRS3,Frs3
ARHGAP28,Arhgap28
ATP6V1A,Atp6v1a
SALL1,Sall1
SLC25A18,Slc25a18
AL022312.1,AC140267.1
TOMM6,Tomm6
TOX3,Tox3
GID8,Gid8
CLPP,Clpp
MAGED2,Maged2
R3HCC1,R3hcc1
SPINK8,Spink8
CDC42EP3,Cdc42ep3
VDR,Vdr
ARMCX2,Armcx2
TSSK4,Tssk4
RAB39A,Rab39
BRAT1,Brat1
USP49,Usp49
LRRC36,Lrrc36
NME6,Nme6
SLC13A3,Slc13a3
SARS1,Sars
CHMP7,Chmp7
TPBG,Tpbg
RPF1,Rpf1
SLC17A9,Slc17a9
FOXN3,Foxn3
UBE3D,Ube2cbp
PIF1,Pif1
ODF3L1,Odf3l1
CAMP,Camp
TMEM106C,Tmem106c
LRRC7,Lrrc7
CDC25A,Cdc25a
CTXN2,Ctxn2
VANGL2,Vangl2
C4BPA,C4bp
INCA1,Inca1
NADSYN1,Nadsyn1
SLC35F2,Slc35f2
TTLL1,Ttll1
SPRY1,Spry1
TEX33,Tex33
NXN,Nxn
CYP1B1,Cyp1b1
AGXT2,Agxt2
FBXL20,Fbxl20
ZNF592,Zfp592
BHLHE23,Bhlhe23
BMPR1B,Bmpr1b
HCAR1,Hcar1
ALKBH7,Alkbh7
RBM46,Rbm46
HMGB3,Hmgb3
DNASE2B,Dnase2b
DNAJC15,Dnajc15
PGM3,Pgm3
P2RX2,P2rx2
NTHL1,Nthl1
TEX28,Tex28
FAM241A,Fam241a
FBXO28,Fbxo28
EPSTI1,Epsti1
VPS39,Vps39
STPG4,Stpg4
KHSRP,Khsrp
DNHD1,Dnhd1
C1orf194,1700013F07Rik
CSPG4,Cspg4
LRRFIP1,Lrrfip1
ELAPOR1,5330417C22Rik
ATF4,Atf4
DOCK9,Dock9
TST,Tst
DOP1A,Dop1a
PRRG1,Prrg1
ARFIP2,Arfip2
CALM2,Calm2
IL12A,Il12a
UBE4A,Ube4a
FAM216B,Fam216b
CBFA2T2,Cbfa2t2
YTHDF1,Ythdf1
PTPN1,Ptpn1
COL18A1,Col18a1
ETV4,Etv4
BIRC7,Birc7
SINHCAF,Sinhcaf
TRIOBP,Triobp
RWDD2A,Rwdd2a
TNFSF11,Tnfsf11
RHOBTB2,Rhobtb2
DEPDC1,Depdc1a
ME1,Me1
SAMD13,Samd13
CCDC62,Ccdc62
DENR,Denr
SNX33,Snx33
PRSS35,Prss35
VEZF1,Vezf1
EPCAM,Epcam
PEBP4,Pebp4
IMP3,Imp3
PBDC1,Pbdc1
SLC2A10,Slc2a10
SLC19A1,Slc19a1
COL2A1,Col2a1
ELMOD1,Elmod1
TKTL1,Tktl1
IGF1,Igf1
RPS19BP1,Rps19bp1
ALPK3,Alpk3
EGR3,Egr3
UPP2,Upp2
TIMM22,Timm22
EYA2,Eya2
SNUPN,Snupn
DLGAP4,Dlgap4
MAGEE1,Magee1
SLC28A1,Slc28a1
PTPN9,Ptpn9
TPPP3,Tppp3
TP53BP2,Trp53bp2
RIPOR3,Ripor3
LRCOL1,Lrcol1
SBNO2,Sbno2
AKAP11,Akap11
SKA3,Ska3
CCAR2,Ccar2
NHLH1,Nhlh1
GPR50,Gpr50
OR51F2,Olfr568
NKAIN4,Nkain4
SLC12A7,Slc12a7
GPT,Gpt
ZMYM3,Zmym3
BIN3,Bin3
OR51S1,Olfr571
L3MBTL4,L3mbtl4
FGF10,Fgf10
MSH2,Msh2
PKM,Pkm
VMA21,Vma21
BID,Bid
OR51T1,Olfr574
BCL2L13,Bcl2l13
OR51A7,Olfr576
ZDHHC1,Zdhhc1
SLC22A17,Slc22a17
OR51G2,Olfr577
PARD6B,Pard6b
OR51G1,Olfr578
PDE8A,Pde8a
PITHD1,Pithd1
CCDC148,Ccdc148
TMEM167B,Tmem167b
SNAP91,Snap91
HOMER1,Homer1
ADNP,Adnp
PLEKHB2,Plekhb2
SMARCC1,Smarcc1
KCNK12,Kcnk12
SIK3,Sik3
FGF16,Fgf16
NCSTN,Ncstn
CACNA1I,Cacna1i
GMPPA,Gmppa
SLC9A3R2,Slc9a3r2
COPA,Copa
FGG,Fgg
LRAT,Lrat
HERC2,Herc2
YOD1,Yod1
TAF13,Taf13
DHX30,Dhx30
FBXO11,Fbxo11
MAGEB16,Mageb16
RECQL4,Recql4
CAPN2,Capn2
DENND5B,Dennd5b
MFSD3,Mfsd3
NNT,Nnt
NECAB3,Necab3
MSH6,Msh6
MPST,Mpst
TMEM200C,Tmem200c
LRRCC1,Lrrcc1
SPNS1,Spns1
TNFAIP8L3,Tnfaip8l3
ZMAT1,Zmat1
TINF2,Tinf2
ATL2,Atl2
RPE65,Rpe65
C20orf144,1700003F12Rik
PGC,Pgc
GMPR2,Gmpr2
RUNDC3A,Rundc3a
NAA50,Naa50
C2orf74,1700093K21Rik
NEDD8,Nedd8
C2CD2L,C2cd2l
ELOA,Eloa
MAN2C1,Man2c1
CSPG5,Cspg5
SPINDOC,Spindoc
PTK2B,Ptk2b
BCAT1,Bcat1
FNBP1L,Fnbp1l
TEF,Tef
CLPTM1,Clptm1
ELP6,Elp6
WLS,Wls
RIPPLY2,Ripply2
PRRG3,Prrg3
C11orf95,2700081O15Rik
CYB5R4,Cyb5r4
WDR47,Wdr47
CNOT2,Cnot2
SCAP,Scap
RTN3,Rtn3
FATE1,Fate1
FAM83A,Fam83a
EFS,Efs
SIN3A,Sin3a
FGA,Fga
MRAP2,Mrap2
CNGA2,Cnga2
MYL9,Myl9
PTPN23,Ptpn23
IL25,Il25
CD3G,Cd3g
E2F1,E2f1
FGB,Fgb
SCART1,5830411N06Rik
KLHL18,Klhl18
ATP2B2,Atp2b2
SENP1,Senp1
SLC25A41,Slc25a41
GABRE,Gabre
CMTM5,Cmtm5
CPLANE1,Cplane1
KIF9,Kif9
PFKM,Pfkm
MYH6,Myh6
LMTK2,Lmtk2
DENND1C,Dennd1c
FBRSL1,Fbrsl1
ENTHD1,Enthd1
CEP162,Cep162
TMEM214,Tmem214
SLC25A23,Slc25a23
PRKACB,Prkacb
TBX18,Tbx18
ZHX1,Zhx1
CRB3,Crb3
NPW,Npw
GLS,Gls
BHLHA15,Bhlha15
CCL24,Ccl24
CLCC1,Clcc1
NT5E,Nt5e
CELSR1,Celsr1
CIITA,Ciita
TGIF2,Tgif2
RBPMS2,Rbpms2
ASB8,Asb8
ZNF598,Zfp598
CYYR1,Cyyr1
CD3D,Cd3d
PLRG1,Plrg1
GPSM2,Gpsm2
CCDC184,Ccdc184
SLA2,Sla2
ANKRD50,Ankrd50
SH3KBP1,Sh3kbp1
MAGEA10,Magea10
APOC4,Apoc4
GNL3L,Gnl3l
USF3,Usf3
TFEB,Tfeb
SETD2,Setd2
CD3E,Cd3e
RHBDD2,Rhbdd2
AGBL3,Agbl3
DEXI,Dexi
TGM1,Tgm1
PNPLA1,Pnpla1
NFATC2IP,Nfatc2ip
MED1,Med1
OAZ2,Oaz2
DCHS2,Dchs2
CYP19A1,Cyp19a1
CAMK1G,Camk1g
SYNCRIP,Syncrip
BNIP5,Bnip5
B4GALT2,B4galt2
BIK,Bik
PDE5A,Pde5a
NBEAL2,Nbeal2
MYO1A,Myo1a
ZNF609,Zfp609
GLDN,Gldn
CCDC24,Ccdc24
MCAT,Mcat
TSPO,Tspo
KCTD17,Kctd17
HNRNPLL,Hnrnpll
TECPR1,Tecpr1
KIAA1841,0610010F05Rik
SLC6A9,Slc6a9
FGD1,Fgd1
HSD11B2,Hsd11b2
DNAL4,Dnal4
TSR2,Tsr2
CCDC12,Ccdc12
SMPD4,Smpd4
GALM,Galm
PXT1,Pxt1
SFRP2,Sfrp2
CUEDC1,Cuedc1
MYL3,Myl3
TRIP4,Trip4
ADAMTS1,Adamts1
SIT1,Sit1
PTH1R,Pth1r
SNX14,Snx14
APOC1,Apoc1
HS6ST1,Hs6st1
FLNA,Flna
PDLIM5,Pdlim5
CCDC107,Ccdc107
